record_id,app_name,publisher,platform,source_kind,niche,keyword,rating,review_count,pricing_type,source_url,feature_tags,monetization_tags,pillar_count,whitespace_score,evidence_quality
"CMP-000515","Forest Island","Nanali Inc.","ios","app_store_search","gaming","cozy games","4.78371","24777","free","https://apps.apple.com/us/app/forest-island/id1581726035?uo=4","habits_streaks|mindfulness|gaming_progression","subscription_likely|freemium_likely","2","4","high"
"CMP-000516","Cozy Coloring","Mulberry Tree Games, LLC","ios","app_store_search","gaming","cozy games","4.85714","35","free","https://apps.apple.com/us/app/cozy-coloring/id6740409762?uo=4","mindfulness|gaming_progression","subscription_likely|iap_likely|freemium_likely","2","3","high"
"CMP-000517","My Cafe — Restaurant Game","Melsoft","ios","app_store_search","gaming","cozy games","4.72121","92852","free","https://apps.apple.com/us/app/my-cafe-restaurant-game/id1068204657?uo=4","photo_video_generation|mindfulness|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","3","4","high"
"CMP-000518","Animal Crossing: Pocket Camp C","Nintendo Co., Ltd.","ios","app_store_search","gaming","cozy games","4.79561","8934","paid","https://apps.apple.com/us/app/animal-crossing-pocket-camp-c/id6547834967?uo=4","tarot_or_oracle|photo_video_generation|mindfulness|gaming_progression|social_community","subscription_likely|iap_likely","4","5","high"
"CMP-000519","Homematch - Home Design Games","TAPBLAZE","ios","app_store_search","gaming","cozy games","4.52953","10668","free","https://apps.apple.com/us/app/homematch-home-design-games/id1438898374?uo=4","habits_streaks|mindfulness|gaming_progression","iap_likely|freemium_likely","2","4","high"
"CMP-000520","Cozy Knots: Connect Puzzle","MobGame Pte. LTD","ios","app_store_search","gaming","cozy games","4.84615","13","free","https://apps.apple.com/us/app/cozy-knots-connect-puzzle/id6762767081?uo=4","habits_streaks|mindfulness|gaming_progression","freemium_likely","2","4","high"
"CMP-000521","Find Sort Match: Sorting Game","Global Advertising Network LTD","ios","app_store_search","gaming","cozy games","4.66502","6863","free","https://apps.apple.com/us/app/find-sort-match-sorting-game/id6448245615?uo=4","mindfulness|gaming_progression","subscription_likely|iap_likely|freemium_likely","2","3","high"
"CMP-000522","Hamster Inn","HyperBeard Inc.","ios","app_store_search","gaming","cozy games","4.80388","6338","free","https://apps.apple.com/us/app/hamster-inn/id6445921415?uo=4","photo_video_generation|mindfulness|journaling_mood|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","3","4","high"
"CMP-000523","Art of Flora: Cozy Puzzles","Klemens Strasser","ios","app_store_search","gaming","cozy games","4.87018","493","free","https://apps.apple.com/us/app/art-of-flora-cozy-puzzles/id6743834964?uo=4","habits_streaks|mindfulness","subscription_likely|freemium_likely","2","3","high"
"CMP-000524","Life Dream: Build Cozy Home","SayGames LTD","ios","app_store_search","gaming","cozy games","4.73864","13996","free","https://apps.apple.com/us/app/life-dream-build-cozy-home/id1525692339?uo=4","photo_video_generation|mindfulness|gaming_progression|social_community","subscription_likely|freemium_likely","3","4","high"
"CMP-000525","Kitty’s Kitchen Diary","SuperPlanet","ios","app_store_search","gaming","cozy games","4.45205","511","free","https://apps.apple.com/us/app/kittys-kitchen-diary/id6496345774?uo=4","journaling_mood|gaming_progression|social_community","freemium_likely","2","3","high"
"CMP-000526","Livly Island - Adopt Cute Pets","cocone ONE corporation","ios","app_store_search","gaming","cozy games","4.58652","2849","free","https://apps.apple.com/us/app/livly-island-adopt-cute-pets/id1553045339?uo=4","avatar_identity|mindfulness|gaming_progression|social_community","iap_likely|freemium_likely","3","4","high"
"CMP-000527","Cat Town Valley: Healing Farm","Neptune Company","ios","app_store_search","gaming","cozy games","4.79302","3179","free","https://apps.apple.com/us/app/cat-town-valley-healing-farm/id6502965345?uo=4","mindfulness|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","2","3","high"
"CMP-000528","Tea Garden: Cozy Idle Game","ZEEBA ENTERTAINMENT LLC","ios","app_store_search","gaming","cozy games","0","0","free","https://apps.apple.com/us/app/tea-garden-cozy-idle-game/id6754879213?uo=4","mindfulness|gaming_progression|social_community","iap_likely|freemium_likely","2","3","high"
"CMP-000529","Venue: Relaxing Design Game","Superbloom","ios","app_store_search","gaming","cozy games","4.75243","25439","free","https://apps.apple.com/us/app/venue-relaxing-design-game/id6443802883?uo=4","manifestation_spirituality|photo_video_generation|habits_streaks|mindfulness|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","4","6","high"
"CMP-000530","Kamaeru: A Frog Refuge","Humble Reeds","ios","app_store_search","gaming","cozy games","3.80952","63","free","https://apps.apple.com/us/app/kamaeru-a-frog-refuge/id1607484287?uo=4","photo_video_generation|mindfulness|social_community","subscription_likely|iap_likely|freemium_likely","2","2","high"
"CMP-000531","Cozy Ropes: Connect the Dots","SayGames LTD","ios","app_store_search","gaming","cozy games","4.68939","1584","free","https://apps.apple.com/us/app/cozy-ropes-connect-the-dots/id6759645536?uo=4","mindfulness|journaling_mood|gaming_progression","freemium_likely","2","3","high"
"CMP-000532","Good Roommates, Bad Roommates","bad monkee","ios","app_store_search","gaming","cozy games","4.65556","1800","free","https://apps.apple.com/us/app/good-roommates-bad-roommates/id6744338524?uo=4","habits_streaks|mindfulness|gaming_progression","freemium_likely","2","4","high"
"CMP-000533","Go Go Muffin","X.D. Global","ios","app_store_search","gaming","cozy games","4.79796","14527","free","https://apps.apple.com/us/app/go-go-muffin/id6503228738?uo=4","photo_video_generation|habits_streaks|mindfulness|gaming_progression|social_community","iap_likely|freemium_likely","3","5","high"
"CMP-000534","Christmas Crush: Match 3 Game","FGL Indie Showcase","ios","app_store_search","gaming","cozy games","4.63079","7990","free","https://apps.apple.com/us/app/christmas-crush-match-3-game/id1440200076?uo=4","habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","iap_likely|freemium_likely","2","4","high"
"CMP-000535","Idle Cat Hotel - Cozy Games","4th May Games Inc.","ios","app_store_search","gaming","cozy games","4.83051","59","free","https://apps.apple.com/us/app/idle-cat-hotel-cozy-games/id6469767467?uo=4","habits_streaks|mindfulness|gaming_progression","subscription_likely|iap_likely|freemium_likely","2","4","high"
"CMP-000536","Cat Magic School : Cute Tycoon","Neptune Company","ios","app_store_search","gaming","cozy games","4.77633","8660","free","https://apps.apple.com/us/app/cat-magic-school-cute-tycoon/id6547838700?uo=4","habits_streaks|mindfulness|gaming_progression","subscription_likely|freemium_likely","2","4","high"
"CMP-000537","Solitaire: Cozy Card Game","Lumen Studio","ios","app_store_search","gaming","cozy games","5","6","free","https://apps.apple.com/us/app/solitaire-cozy-card-game/id6761261705?uo=4","photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","subscription_likely|freemium_likely","4","6","high"
"CMP-000538","Loóna: Sleep, reduce anxiety","Loona Inc","ios","app_store_search","gaming","cozy games","4.56339","26351","free","https://apps.apple.com/us/app/lo%C3%B3na-sleep-reduce-anxiety/id1465238901?uo=4","photo_video_generation|mindfulness|journaling_mood","subscription_likely|freemium_likely","2","2","high"
"CMP-000539","Cozy Home: Comfy Coloring Book","Abovegames LTD","ios","app_store_search","gaming","cozy games","4.80392","13724","free","https://apps.apple.com/us/app/cozy-home-comfy-coloring-book/id6741319460?uo=4","ai|mindfulness|gaming_progression|social_community","subscription_likely|freemium_likely","2","4","high"
"CMP-000540","Boba Tale","Devin Le","ios","app_store_search","gaming","cozy games","4.13987","1337","free","https://apps.apple.com/us/app/boba-tale/id1615247565?uo=4","mindfulness|gaming_progression","subscription_likely|freemium_likely","2","3","high"
"CMP-000541","Mahjong Scapes®","PARTYPOP PTE. LTD.","ios","app_store_search","gaming","cozy games","4.72686","30680","free","https://apps.apple.com/us/app/mahjong-scapes/id6747331928?uo=4","habits_streaks|mindfulness|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","2","4","high"
"CMP-000542","Play Together: Friends & Party","HAEGIN Co., Ltd.","ios","app_store_search","gaming","cozy games","4.43951","65865","free","https://apps.apple.com/us/app/play-together-friends-party/id1402384531?uo=4","photo_video_generation|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","2","2","high"
"CMP-000543","Cozy Yarn Puzzle","FUNFINITY PTE. LTD","ios","app_store_search","gaming","cozy games","4.79519","957","free","https://apps.apple.com/us/app/cozy-yarn-puzzle/id6759945770?uo=4","habits_streaks|mindfulness|gaming_progression","subscription_likely|iap_likely|freemium_likely","2","4","high"
"CMP-000544","Sherlock: Find Hidden Objects","G5 Entertainment AB","ios","app_store_search","gaming","cozy games","4.53813","57891","free","https://apps.apple.com/us/app/sherlock-find-hidden-objects/id1489732936?uo=4","photo_video_generation|gaming_progression","iap_likely|freemium_likely","2","2","high"
"CMP-000545","Color by Number：Coloring Games","Wildlife Studios","ios","app_store_search","gaming","cozy games","4.74603","1668091","free","https://apps.apple.com/us/app/color-by-number-coloring-games/id1317978215?uo=4","photo_video_generation|mindfulness|gaming_progression|social_community","subscription_likely|freemium_likely","3","4","high"
"CMP-000546","Art of Fauna: Cozy Puzzles","Klemens Strasser","ios","app_store_search","gaming","cozy games","4.88436","5068","free","https://apps.apple.com/us/app/art-of-fauna-cozy-puzzles/id1630468596?uo=4","habits_streaks|mindfulness|social_community","subscription_likely|iap_likely|freemium_likely","2","3","high"
"CMP-000547","com.hidea.cat","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.hidea.cat","","","0","0","medium"
"CMP-000548","com.netflix.NGP.CozyGrove2","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.netflix.NGP.CozyGrove2","","","0","0","medium"
"CMP-000549","com.ALTenia.HomeGardenLulu","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.ALTenia.HomeGardenLulu","","","0","0","medium"
"CMP-000550","com.shimmerstudio.kz","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.shimmerstudio.kz","","","0","0","medium"
"CMP-000551","com.riftsky.mhg.gb.gp","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.riftsky.mhg.gb.gp","","","0","0","medium"
"CMP-000552","com.fourthmay.cathotel","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.fourthmay.cathotel","","","0","0","medium"
"CMP-000553","com.runawayplay.starlight","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.runawayplay.starlight","","","0","0","medium"
"CMP-000554","com.fourthmay.ghosthotel","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.fourthmay.ghosthotel","","","0","0","medium"
"CMP-000555","com.winplus.cozyroom.android","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.winplus.cozyroom.android","","","0","0","medium"
"CMP-000556","com.LumiInteractive.KinderWorldGreen","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.LumiInteractive.KinderWorldGreen","","","0","0","medium"
"CMP-000557","com.runawayplay.beegame","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.runawayplay.beegame","","","0","0","medium"
"CMP-000558","com.DotDotFire.DDF2024","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.DotDotFire.DDF2024","","","0","0","medium"
"CMP-000559","com.sparklingsocietysims.cozytownbuildexploregame","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.sparklingsocietysims.cozytownbuildexploregame","gaming_progression","","1","1","medium"
"CMP-000560","com.matchalagames.sorting","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.matchalagames.sorting","","","0","0","medium"
"CMP-000561","com.fourthmay.froghotel","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.fourthmay.froghotel","","","0","0","medium"
"CMP-000562","com.fantasy.tidier","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.fantasy.tidier","","","0","0","medium"
"CMP-000563","com.cscmobi.decorroom","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.cscmobi.decorroom","","","0","0","medium"
"CMP-000564","com.selvasai.ttrebirth","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.selvasai.ttrebirth","","","0","0","medium"
"CMP-000565","com.supersimon.harvestgame","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.supersimon.harvestgame","","","0","0","medium"
"CMP-000566","com.hyperbeard.pondpals","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.hyperbeard.pondpals","","","0","0","medium"
"CMP-000567","com.playstrom.cozy.ropes","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.playstrom.cozy.ropes","","","0","0","medium"
"CMP-000568","ttg.cozy.home.tidy.life.decor.house","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=ttg.cozy.home.tidy.life.decor.house","","","0","0","medium"
"CMP-000569","com.fc.cozy.room.home.design.game","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.fc.cozy.room.home.design.game","","","0","0","medium"
"CMP-000570","com.livdg.bunny.bakery.cute.cozy","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.livdg.bunny.bakery.cute.cozy","","","0","0","medium"
"CMP-000571","com.justwillgames.cozycult","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.justwillgames.cozycult","","","0","0","medium"
"CMP-000572","com.gps.my.cozy.house","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.gps.my.cozy.house","","","0","0","medium"
"CMP-000573","com.gs.mycozy.fantasy.home.decor","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.gs.mycozy.fantasy.home.decor","","","0","0","medium"
"CMP-000574","com.cuicuistudios.cuibrain","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.cuicuistudios.cuibrain","","","0","0","medium"
"CMP-000575","com.abovegames.stickersroom","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.abovegames.stickersroom","","","0","0","medium"
"CMP-000576","com.cooking.cozy.yummy.dishes","","android","google_play_search_fallback","gaming","cozy games","","","","https://play.google.com/store/apps/details?id=com.cooking.cozy.yummy.dishes","","","0","0","medium"
"CMP-000577","Stall Tycoon: A Cozy English Word Game","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/4710590/Stall_Tycoon_A_Cozy_English_Word_Game/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000578","Green Hell","","pc","steam_search","gaming","cozy games","","","฿35.00","https://store.steampowered.com/app/815370/Green_Hell/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000579","Starpath","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/1779540/Starpath/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000580","Wild n Chill","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/3847920/Wild_n_Chill/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000581","KuloNiku: Bowl Up!","","pc","steam_search","gaming","cozy games","","","฿259.00","https://store.steampowered.com/app/3357960/KuloNiku_Bowl_Up/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000582","Solarpunk™","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/1805110/Solarpunk/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000583","Cozy Game Restoration","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/3581230/Cozy_Game_Restoration/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000584","Outbound","","pc","steam_search","gaming","cozy games","","","฿495.00","https://store.steampowered.com/app/2681030/Outbound/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000585","Tiny Glade","","pc","steam_search","gaming","cozy games","","","฿283.50","https://store.steampowered.com/app/2198150/Tiny_Glade/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000586","Is This Seat Taken?","","pc","steam_search","gaming","cozy games","","","฿136.49","https://store.steampowered.com/app/3035120/Is_This_Seat_Taken/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000587","GIRLS' FRONTLINE 2: EXILIUM","","pc","steam_search","gaming","cozy games","","","Free","https://store.steampowered.com/app/3308670/GIRLS_FRONTLINE_2_EXILIUM/?snr=1_7_7_151_150_1","","freemium_likely","0","0","medium"
"CMP-000588","MISERY","","pc","steam_search","gaming","cozy games","","","฿275.00","https://store.steampowered.com/app/2119830/MISERY/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000589","Oxygen Not Included","","pc","steam_search","gaming","cozy games","","","฿319.00","https://store.steampowered.com/app/457140/Oxygen_Not_Included/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000590","Sky: Children of the Light","","pc","steam_search","gaming","cozy games","","","Free","https://store.steampowered.com/app/2325290/Sky_Children_of_the_Light/?snr=1_7_7_151_150_1","","freemium_likely","0","0","medium"
"CMP-000591","Town to City","","pc","steam_search","gaming","cozy games","","","฿494.10","https://store.steampowered.com/app/3115220/Town_to_City/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000592","holoVillage: Our Cozy Days","","pc","steam_search","gaming","cozy games","","","฿259.00","https://store.steampowered.com/app/3856280/holoVillage_Our_Cozy_Days/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000593","Hello Kitty Island Adventure","","pc","steam_search","gaming","cozy games","","","฿839.40","https://store.steampowered.com/app/2495100/Hello_Kitty_Island_Adventure/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000594","inKONBINI: One Store. Many Stories","","pc","steam_search","gaming","cozy games","","","฿399.00","https://store.steampowered.com/app/2723430/inKONBINI_One_Store_Many_Stories/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000595","The Witch's Bakery","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/2967950/The_Witchs_Bakery/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000596","Whisper of the House","","pc","steam_search","gaming","cozy games","","","฿252.00","https://store.steampowered.com/app/2589500/Whisper_of_the_House/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000597","Tideborne Haven","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/4328840/Tideborne_Haven/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000598","Loftia","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/2320980/Loftia/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000599","Restore Your Island","","pc","steam_search","gaming","cozy games","","","฿204.00","https://store.steampowered.com/app/2698420/Restore_Your_Island/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000600","Frutiger Space","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/3591510/Frutiger_Space/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000601","My Dream Setup","","pc","steam_search","gaming","cozy games","","","฿135.00","https://store.steampowered.com/app/2200780/My_Dream_Setup/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000602","Spirit City: Lofi Sessions","","pc","steam_search","gaming","cozy games","","","฿110.00","https://store.steampowered.com/app/2113850/Spirit_City_Lofi_Sessions/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000603","Sledding Game","","pc","steam_search","gaming","cozy games","","","฿159.00","https://store.steampowered.com/app/3438850/Sledding_Game/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000604","Mini Cozy Room: Lo-Fi","","pc","steam_search","gaming","cozy games","","","฿115.00","https://store.steampowered.com/app/3511030/Mini_Cozy_Room_LoFi/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000605","Hello Duck","","pc","steam_search","gaming","cozy games","","","฿88.00","https://store.steampowered.com/app/4663380/Hello_Duck/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000606","Small Spaces","","pc","steam_search","gaming","cozy games","","","฿206.25","https://store.steampowered.com/app/3151380/Small_Spaces/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000607","The Artisan of Glimmith","","pc","steam_search","gaming","cozy games","","","฿275.00","https://store.steampowered.com/app/4160210/The_Artisan_of_Glimmith/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000608","Tiny Bookshop","","pc","steam_search","gaming","cozy games","","","฿400.00","https://store.steampowered.com/app/2133760/Tiny_Bookshop/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000609","Ship, Inc.","","pc","steam_search","gaming","cozy games","","","฿220.00","https://store.steampowered.com/app/3496000/Ship_Inc/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000610","Coffee Talk Tokyo","","pc","steam_search","gaming","cozy games","","","฿315.00","https://store.steampowered.com/app/3161220/Coffee_Talk_Tokyo/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000611","Moonlight Peaks","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/2209900/Moonlight_Peaks/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000612","Len's Island","","pc","steam_search","gaming","cozy games","","","฿495.00","https://store.steampowered.com/app/1335830/Lens_Island/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000613","MyVoiceZoo","","pc","steam_search","gaming","cozy games","","","฿69.00","https://store.steampowered.com/app/4015530/MyVoiceZoo/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000614","Reshine","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/4253570/Reshine/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000615","Cats & Cups","","pc","steam_search","gaming","cozy games","","","฿220.00","https://store.steampowered.com/app/3521410/Cats__Cups/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000616","Winter Whiskers","","pc","steam_search","gaming","cozy games","","","","https://store.steampowered.com/app/4484810/Winter_Whiskers/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000617","The Sims™ 4 Get Together","","pc","steam_search","gaming","cozy games","","","฿1,099.00","https://store.steampowered.com/app/1235732/The_Sims_4_Get_Together/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000618","Bento Blocks","","pc","steam_search","gaming","cozy games","","","฿191.73","https://store.steampowered.com/app/3311670/Bento_Blocks/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000619","Organized Inside","","pc","steam_search","gaming","cozy games","","","฿179.00","https://store.steampowered.com/app/3609750/Organized_Inside/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000620","MakeRoom","","pc","steam_search","gaming","cozy games","","","฿176.00","https://store.steampowered.com/app/2212670/MakeRoom/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000621","Scriptorium: Master of Manuscripts","","pc","steam_search","gaming","cozy games","","","฿295.00","https://store.steampowered.com/app/3119540/Scriptorium_Master_of_Manuscripts/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000622","Ale & Tale Tavern","","pc","steam_search","gaming","cozy games","","","฿114.75","https://store.steampowered.com/app/2683150/Ale__Tale_Tavern/?snr=1_7_7_151_150_1","","","0","0","medium"
"CMP-000623","Idle Miner Tycoon: Gold digger","Kolibri Games GmbH","ios","app_store_search","gaming","idle games","4.7366","848759","free","https://apps.apple.com/us/app/idle-miner-tycoon-gold-digger/id1116645064?uo=4","habits_streaks|mindfulness|gaming_progression","subscription_likely|freemium_likely","2","4","high"
"CMP-000624","Idle Lumber Empire - Wood Game","AppQuantum Publishing Ltd","ios","app_store_search","gaming","idle games","4.60018","106942","free","https://apps.apple.com/us/app/idle-lumber-empire-wood-game/id1552153525?uo=4","habits_streaks|gaming_progression","subscription_likely|iap_likely|freemium_likely","1","2","high"
"CMP-000625","Idle Supermarket Tycoon - Shop","Codigames","ios","app_store_search","gaming","idle games","4.59711","147461","free","https://apps.apple.com/us/app/idle-supermarket-tycoon-shop/id1442064951?uo=4","photo_video_generation|habits_streaks|gaming_progression","subscription_likely|freemium_likely","2","3","high"
"CMP-000626","Idle Theme Park - Tycoon Game","Codigames","ios","app_store_search","gaming","idle games","4.58545","154254","free","https://apps.apple.com/us/app/idle-theme-park-tycoon-game/id1460772578?uo=4","photo_video_generation|habits_streaks|gaming_progression","subscription_likely|freemium_likely","2","3","high"
"CMP-000627","Idle Guy: Life Simulator games","Heatherglade Publishing Kft","ios","app_store_search","gaming","idle games","4.79342","68933","free","https://apps.apple.com/us/app/idle-guy-life-simulator-games/id1612163874?uo=4","habits_streaks","subscription_likely|freemium_likely","1","2","high"
"CMP-000628","AdVenture Capitalist：Simulator","Hyper Hippo Publishing Ltd.","ios","app_store_search","gaming","idle games","4.72499","382350","free","https://apps.apple.com/us/app/adventure-capitalist-simulator/id927006017?uo=4","photo_video_generation|mindfulness|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","3","4","high"
"CMP-000629","Idle Digging","Zplay (Beijing) Info. Tech. Co.,Ltd.","ios","app_store_search","gaming","idle games","4.65108","37731","free","https://apps.apple.com/us/app/idle-digging/id1493358837?uo=4","","freemium_likely","0","0","high"
"CMP-000630","Idle World - Planet Miner","funcell Games Pvt Ltd","ios","app_store_search","gaming","idle games","4.52867","34374","free","https://apps.apple.com/us/app/idle-world-planet-miner/id1410042592?uo=4","manifestation_spirituality|photo_video_generation","subscription_likely|iap_likely|freemium_likely","2","2","high"
"CMP-000631","Golf Inc. Tycoon","INFINITY GAMES, LDA","ios","app_store_search","gaming","idle games","4.83056","47203","free","https://apps.apple.com/us/app/golf-inc-tycoon/id1456108225?uo=4","habits_streaks|gaming_progression","subscription_likely|iap_likely|freemium_likely","1","2","high"
"CMP-000632","Revolution Idle","Oni Gaming","ios","app_store_search","gaming","idle games","4.84303","17213","free","https://apps.apple.com/us/app/revolution-idle/id6475233313?uo=4","coaching|habits_streaks|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","2","3","high"
"CMP-000633","Prison Empire Tycoon－Idle Game","Codigames","ios","app_store_search","gaming","idle games","4.57005","86872","free","https://apps.apple.com/us/app/prison-empire-tycoon-idle-game/id1508490923?uo=4","habits_streaks|gaming_progression","subscription_likely|iap_likely|freemium_likely","1","2","high"
"CMP-000634","Egg, Inc.","Auxbrain, Inc.","ios","app_store_search","gaming","idle games","4.79514","556973","free","https://apps.apple.com/us/app/egg-inc/id993492744?uo=4","coaching|habits_streaks|gaming_progression|social_community","iap_likely|freemium_likely","2","3","high"
"CMP-000635","Bee Factory!","Green Panda Games","ios","app_store_search","gaming","idle games","4.80882","241697","free","https://apps.apple.com/us/app/bee-factory/id1411267916?uo=4","gaming_progression","subscription_likely|iap_likely|freemium_likely","1","1","high"
"CMP-000636","Epic Stickman: RPG Idle War","Fansipan Limited","ios","app_store_search","gaming","idle games","4.94087","30490","free","https://apps.apple.com/us/app/epic-stickman-rpg-idle-war/id6503872838?uo=4","habits_streaks|mindfulness|gaming_progression|social_community","subscription_likely|iap_likely|freemium_likely","2","4","high"
"CMP-000637","Will it Crush? Idle Game Gear","Brightika, Inc.","ios","app_store_search","gaming","idle games","4.4551","63804","free","https://apps.apple.com/us/app/will-it-crush-idle-game-gear/id1347072403?uo=4","","freemium_likely","0","0","high"
"CMP-000638","Gun Idle","Green Panda Games","ios","app_store_search","gaming","idle games","4.7765","59444","free","https://apps.apple.com/us/app/gun-idle/id1421079164?uo=4","habits_streaks|gaming_progression","subscription_likely|iap_likely|freemium_likely","1","2","high"
