record_id,app_name,niche,platform,source_kind,keyword,feature_tags,audience_tags,pillar_count,whitespace_score,whitespace_band,source_url,evidence_quality
"CMP-001975","Madrona Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/madrona-meditation/id6615083920?uo=4","high"
"CMP-001976","GongMeister: Meditation Timer","gaming","ios","app_store_search","meditation RPG","mindfulness|gaming_progression","","2","3","low","https://apps.apple.com/us/app/gongmeister-meditation-timer/id6446310120?uo=4","high"
"CMP-001977","Quantum Meditation","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness","anxious_stressed_users|self_improvement_users","2","3","low","https://apps.apple.com/us/app/quantum-meditation/id1540482560?uo=4","high"
"CMP-001978","Bliss Brain・AI Meditation App","gaming","ios","app_store_search","meditation RPG","ai|manifestation_spirituality|photo_video_generation|coaching|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users","5","7","high","https://apps.apple.com/us/app/bliss-brain-ai-meditation-app/id6468079948?uo=4","high"
"CMP-001979","Lotus Bud Meditation Timer","gaming","ios","app_store_search","meditation RPG","photo_video_generation|mindfulness|journaling_mood|social_community","","2","2","low","https://apps.apple.com/us/app/lotus-bud-meditation-timer/id731742827?uo=4","high"
"CMP-001980","Encounter+ Virtual Tabletop","gaming","ios","app_store_search","meditation RPG","photo_video_generation|mindfulness|gaming_progression","","3","4","medium","https://apps.apple.com/us/app/encounter-virtual-tabletop/id1170693487?uo=4","high"
"CMP-001981","5 Minute Meditations","gaming","ios","app_store_search","meditation RPG","photo_video_generation|mindfulness|gaming_progression","anxious_stressed_users","3","4","medium","https://apps.apple.com/us/app/5-minute-meditations/id871705586?uo=4","high"
"CMP-001982","Dharma Seed","gaming","ios","app_store_search","meditation RPG","mindfulness","","1","1","low","https://apps.apple.com/us/app/dharma-seed/id507779665?uo=4","high"
"CMP-001983","Heart of the Matter Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|photo_video_generation|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","spiritual_seekers|anxious_stressed_users","4","6","medium","https://apps.apple.com/us/app/heart-of-the-matter-meditation/id1233580178?uo=4","high"
"CMP-001984","Nura: Adaptive Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users","3","5","medium","https://apps.apple.com/us/app/nura-adaptive-meditation/id6756171302?uo=4","high"
"CMP-001985","Simetim Meditation Timer","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness|gaming_progression","casual_gamers","2","4","medium","https://apps.apple.com/us/app/simetim-meditation-timer/id829598358?uo=4","high"
"CMP-001986","Visual Meditation Fluid ASMR","gaming","ios","app_store_search","meditation RPG","mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users","2","3","low","https://apps.apple.com/us/app/visual-meditation-fluid-asmr/id6449245104?uo=4","high"
"CMP-001987","Non ◦ Sound Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|photo_video_generation|mindfulness|gaming_progression","anxious_stressed_users|casual_gamers","4","5","medium","https://apps.apple.com/us/app/non-sound-meditation/id1367738672?uo=4","high"
"CMP-001988","PMC App - Meditation & Wisdom","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/pmc-app-meditation-wisdom/id6736380776?uo=4","high"
"CMP-001989","Serenity: Guided Meditation","gaming","ios","app_store_search","meditation RPG","coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","anxious_stressed_users|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/serenity-guided-meditation/id1414802569?uo=4","high"
"CMP-001990","Azmar Quest - Text Based RPG","gaming","ios","app_store_search","meditation RPG","photo_video_generation|habits_streaks|mindfulness|gaming_progression|social_community","casual_gamers","3","5","medium","https://apps.apple.com/us/app/azmar-quest-text-based-rpg/id6450108505?uo=4","high"
"CMP-001991","Urban Meditation","gaming","ios","app_store_search","meditation RPG","coaching|habits_streaks|mindfulness|gaming_progression|social_community","anxious_stressed_users|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/urban-meditation/id1612728268?uo=4","high"
"CMP-001992","Shaolin Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|photo_video_generation|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|casual_gamers","4","6","medium","https://apps.apple.com/us/app/shaolin-meditation/id945061097?uo=4","high"
"CMP-001993","Meditation & Sleep – Practico","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|habits_streaks|mindfulness","spiritual_seekers|anxious_stressed_users","3","4","medium","https://apps.apple.com/us/app/meditation-sleep-practico/id1467786415?uo=4","high"
"CMP-001994","Petit BamBou: Mindfulness","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness|gaming_progression","anxious_stressed_users","2","4","medium","https://apps.apple.com/us/app/petit-bambou-mindfulness/id941222646?uo=4","high"
"CMP-001995","ki","gaming","ios","app_store_search","meditation RPG","mindfulness|gaming_progression","casual_gamers","2","3","low","https://apps.apple.com/us/app/ki/id972946610?uo=4","high"
"CMP-001996","3 Minute Meditation","gaming","ios","app_store_search","meditation RPG","astrology|manifestation_spirituality|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users","3","4","medium","https://apps.apple.com/us/app/3-minute-meditation/id6757146141?uo=4","high"
"CMP-001997","Mindfulness 22","gaming","ios","app_store_search","meditation RPG","mindfulness|journaling_mood|gaming_progression","anxious_stressed_users","2","3","low","https://apps.apple.com/us/app/mindfulness-22/id918913962?uo=4","high"
"CMP-001998","Guided Meditation.","gaming","ios","app_store_search","meditation RPG","mindfulness","","1","1","low","https://apps.apple.com/us/app/guided-meditation/id6744322830?uo=4","high"
"CMP-001999","Śavāsana | Relaxation & Guided Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|mindfulness|gaming_progression","spiritual_seekers|anxious_stressed_users|casual_gamers","3","4","medium","https://apps.apple.com/us/app/%C5%9Bav%C4%81sana-relaxation-guided-meditation/id1089425305?uo=4","high"
"CMP-002000","Active Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","spiritual_seekers|anxious_stressed_users","3","5","medium","https://apps.apple.com/us/app/active-meditation/id1477727963?uo=4","high"
"CMP-002001","Cory - Meditation","gaming","ios","app_store_search","meditation RPG","photo_video_generation|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users","3","5","medium","https://apps.apple.com/us/app/cory-meditation/id6748636061?uo=4","high"
"CMP-002002","One-Moment Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|photo_video_generation|mindfulness|gaming_progression|social_community","anxious_stressed_users|self_improvement_users|coaching_professionals","4","5","medium","https://apps.apple.com/us/app/one-moment-meditation/id873255555?uo=4","high"
"CMP-002003","VipassanaMeditation VRI","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|coaching|mindfulness|journaling_mood|gaming_progression|social_community","spiritual_seekers|self_improvement_users","4","5","medium","https://apps.apple.com/us/app/vipassanameditation-vri/id1491766806?uo=4","high"
"CMP-002004","Drimly: Meditation and Sleep","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","7","high","https://apps.apple.com/us/app/drimly-meditation-and-sleep/id1628310133?uo=4","high"
"CMP-002005","Mindworks: Guided Meditation","gaming","ios","app_store_search","meditation RPG","ai|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|casual_gamers|coaching_professionals","2","5","medium","https://apps.apple.com/us/app/mindworks-guided-meditation/id1103805930?uo=4","high"
"CMP-002006","Serenity: Meditation Timer","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness","anxious_stressed_users","2","3","low","https://apps.apple.com/us/app/serenity-meditation-timer/id882840649?uo=4","high"
"CMP-002007","A Happy Mind-Guided Meditation","gaming","ios","app_store_search","meditation RPG","photo_video_generation|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/a-happy-mind-guided-meditation/id1449679772?uo=4","high"
"CMP-002008","Pulse A Minimal Meditation App","gaming","ios","app_store_search","meditation RPG","coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/pulse-a-minimal-meditation-app/id1530707508?uo=4","high"
"CMP-002009","Drop - Meditation & Focus","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness|gaming_progression","anxious_stressed_users|casual_gamers","2","4","medium","https://apps.apple.com/us/app/drop-meditation-focus/id1462269642?uo=4","high"
"CMP-002010","Meditation Box","gaming","ios","app_store_search","meditation RPG","mindfulness","anxious_stressed_users","1","1","low","https://apps.apple.com/us/app/meditation-box/id6758015617?uo=4","high"
"CMP-002011","MalaMode","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness","gen_z_creator_identity|spiritual_seekers|self_improvement_users","5","6","medium","https://apps.apple.com/us/app/malamode/id1044103167?uo=4","high"
"CMP-002012","Idanim・Mindfulness, Meditation","gaming","ios","app_store_search","meditation RPG","ai|manifestation_spirituality|photo_video_generation|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users|casual_gamers","4","7","high","https://apps.apple.com/us/app/idanim-mindfulness-meditation/id1631848467?uo=4","high"
"CMP-002013","mindfulness bell - Quiet","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness","anxious_stressed_users","2","3","low","https://apps.apple.com/us/app/mindfulness-bell-quiet/id6480446368?uo=4","high"
"CMP-002014","Meditation Timer: Mindful","gaming","ios","app_store_search","meditation RPG","coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/meditation-timer-mindful/id1570800384?uo=4","high"
"CMP-002015","Pura Rasa","gaming","ios","app_store_search","meditation RPG","coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","anxious_stressed_users","3","5","medium","https://apps.apple.com/us/app/pura-rasa/id1665649108?uo=4","high"
"CMP-002016","EEG Meditation","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness|gaming_progression","self_improvement_users|casual_gamers","2","4","medium","https://apps.apple.com/us/app/eeg-meditation/id1507006197?uo=4","high"
"CMP-002017","DEN Meditation","gaming","ios","app_store_search","meditation RPG","coaching|mindfulness|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","3","4","medium","https://apps.apple.com/us/app/den-meditation/id6446126070?uo=4","high"
"CMP-002018","Mindfulness Meditation - Unyte","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness|gaming_progression","anxious_stressed_users|casual_gamers","2","4","medium","https://apps.apple.com/us/app/mindfulness-meditation-unyte/id1005217344?uo=4","high"
"CMP-002019","Soulfix","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|mindfulness|gaming_progression","spiritual_seekers|anxious_stressed_users","3","4","medium","https://apps.apple.com/us/app/soulfix/id6759257470?uo=4","high"
"CMP-002020","Slothy: 5 Senses Meditation","gaming","ios","app_store_search","meditation RPG","mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users","2","3","low","https://apps.apple.com/us/app/slothy-5-senses-meditation/id6450825947?uo=4","high"
"CMP-002021","Meditation Music - Relax","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|mindfulness|gaming_progression","anxious_stressed_users|casual_gamers","3","4","medium","https://apps.apple.com/us/app/meditation-music-relax/id1407622722?uo=4","high"
"CMP-002022","Meditation Concentration Game","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|mindfulness","anxious_stressed_users","2","2","low","https://apps.apple.com/us/app/meditation-concentration-game/id1459221762?uo=4","high"
"CMP-002023","HERE Meditation","gaming","ios","app_store_search","meditation RPG","photo_video_generation|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","anxious_stressed_users|coaching_professionals","3","5","medium","https://apps.apple.com/us/app/here-meditation/id1258481180?uo=4","high"
"CMP-002024","Clearmind Meditation","gaming","ios","app_store_search","meditation RPG","habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|casual_gamers","2","4","medium","https://apps.apple.com/us/app/clearmind-meditation/id6642639895?uo=4","high"
"CMP-002025","3EM • Third Eye Meditation","gaming","ios","app_store_search","meditation RPG","manifestation_spirituality|photo_video_generation|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users","4","6","medium","https://apps.apple.com/us/app/3em-third-eye-meditation/id1621797795?uo=4","high"
"CMP-002026","be&one: Meditation & Sleep","gaming","ios","app_store_search","meditation RPG","astrology|manifestation_spirituality|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/be-one-meditation-sleep/id1320597147?uo=4","high"
"CMP-002027","com.Meditation.app","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.Meditation.app","medium"
"CMP-002028","app.meditasyon","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=app.meditasyon","medium"
"CMP-002029","meditofoundation.medito","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=meditofoundation.medito","medium"
"CMP-002030","com.soultime.app","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.soultime.app","medium"
"CMP-002031","com.thunkable.android.ilyastepanov1.ConcentrationMeditation","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.thunkable.android.ilyastepanov1.ConcentrationMeditation","medium"
"CMP-002032","at.digitalsnacks.meditation","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=at.digitalsnacks.meditation","medium"
"CMP-002033","com.yiqi.chakra.meditation.bowls","gaming","android","google_play_search_fallback","meditation RPG","manifestation_spirituality|mindfulness","spiritual_seekers","2","2","low","https://play.google.com/store/apps/details?id=com.yiqi.chakra.meditation.bowls","medium"
"CMP-002034","com.simplehabit.simplehabitapp","gaming","android","google_play_search_fallback","meditation RPG","habits_streaks|mindfulness","self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.simplehabit.simplehabitapp","medium"
"CMP-002035","com.slowdive","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.slowdive","medium"
"CMP-002036","org.wakingup.android","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=org.wakingup.android","medium"
"CMP-002037","de.iab.meditationtimer","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=de.iab.meditationtimer","medium"
"CMP-002038","com.subconscious.thrive","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.subconscious.thrive","medium"
"CMP-002039","kemco.execreate.asdivinehearts2","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=kemco.execreate.asdivinehearts2","medium"
"CMP-002040","io.enhancedapp.pakotec","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=io.enhancedapp.pakotec","medium"
"CMP-002041","uk.co.serenity.guided.meditation","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=uk.co.serenity.guided.meditation","medium"
"CMP-002042","com.getsomeheadspace.android","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.getsomeheadspace.android","medium"
"CMP-002043","com.nyxkn.meditation","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.nyxkn.meditation","medium"
"CMP-002044","com.aurahealth","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.aurahealth","medium"
"CMP-002045","com.sspt.aol","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=com.sspt.aol","medium"
"CMP-002046","org.meditativemind.meditationmusic","gaming","android","google_play_search_fallback","meditation RPG","mindfulness","","1","1","low","https://play.google.com/store/apps/details?id=org.meditativemind.meditationmusic","medium"
"CMP-002047","Neptunia x SENRAN KAGURA: Ninja Wars","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1836860/Neptunia_x_SENRAN_KAGURA_Ninja_Wars/?snr=1_7_7_151_150_1","medium"
"CMP-002048","Myriad Realms: Ascend to Sage","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/4398530/Myriad_Realms_Ascend_to_Sage/?snr=1_7_7_151_150_1","medium"
"CMP-002049","Neurodeck : Psychological Deckbuilder","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1253860/Neurodeck__Psychological_Deckbuilder/?snr=1_7_7_151_150_1","medium"
"CMP-002050","The Warlin of Heroes","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1335300/The_Warlin_of_Heroes/?snr=1_7_7_151_150_1","medium"
"CMP-002051","Home By The River","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/2080020/Home_By_The_River/?snr=1_7_7_151_150_1","medium"
"CMP-002052","Azusa RP Online","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/773590/Azusa_RP_Online/?snr=1_7_7_151_150_1","medium"
"CMP-002053","Cultivation Legend","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/4618670/Cultivation_Legend/?snr=1_7_7_151_150_1","medium"
"CMP-002054","Howling Dusk","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1822890/Howling_Dusk/?snr=1_7_7_151_150_1","medium"
"CMP-002055","Susu '99","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/3199280/Susu_99/?snr=1_7_7_151_150_1","medium"
"CMP-002056","Aposfera Spacetrips","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/2209980/Aposfera_Spacetrips/?snr=1_7_7_151_150_1","medium"
"CMP-002057","The Nameless Legend: A Hidden World","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/4179590/The_Nameless_Legend_A_Hidden_World/?snr=1_7_7_151_150_1","medium"
"CMP-002058","Joth Fading","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/3340310/Joth_Fading/?snr=1_7_7_151_150_1","medium"
"CMP-002059","Trials of Cascadia","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/2120650/Trials_of_Cascadia/?snr=1_7_7_151_150_1","medium"
"CMP-002060","The Flesh Beneath","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/4751010/The_Flesh_Beneath/?snr=1_7_7_151_150_1","medium"
"CMP-002061","The Flesh Beneath Demo","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/4765610/The_Flesh_Beneath_Demo/?snr=1_7_7_151_150_1","medium"
"CMP-002062","RPG Sounds - Meadows - Sound Pack","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1524685/RPG_Sounds__Meadows__Sound_Pack/?snr=1_7_7_151_150_1","medium"
"CMP-002063","RPG Sounds - Ancient Woodlands - Sound Pack","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1630790/RPG_Sounds__Ancient_Woodlands__Sound_Pack/?snr=1_7_7_151_150_1","medium"
"CMP-002064","RPG Maker VX Ace - Asian Empires Mini Bundle","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/462212/RPG_Maker_VX_Ace__Asian_Empires_Mini_Bundle/?snr=1_7_7_151_150_1","medium"
"CMP-002065","RPG Maker MZ - Cinematic Soundtrack","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1661520/RPG_Maker_MZ__Cinematic_Soundtrack/?snr=1_7_7_151_150_1","medium"
"CMP-002066","RPG Maker MV - Asian Empires Mini Bundle","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/979467/RPG_Maker_MV__Asian_Empires_Mini_Bundle/?snr=1_7_7_151_150_1","medium"
"CMP-002067","RPG Maker MV - Cinematic Soundtrack","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/861731/RPG_Maker_MV__Cinematic_Soundtrack/?snr=1_7_7_151_150_1","medium"
"CMP-002068","Sea of Choices","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1952630/Sea_of_Choices/?snr=1_7_7_151_150_1","medium"
"CMP-002069","Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Faiths and Philosophies","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/2517610/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Companion_Faiths_and_Philosophies/?snr=1_7_7_151_150_1","medium"
"CMP-002070","Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Divine Anthology","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/2638410/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Companion_Divine_Anthology/?snr=1_7_7_151_150_1","medium"
"CMP-002071","Fantasy Grounds - Starfinder RPG - FlipMat - Solar Temple","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/2017830/Fantasy_Grounds__Starfinder_RPG__FlipMat__Solar_Temple/?snr=1_7_7_151_150_1","medium"
"CMP-002072","Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Arcane Anthology","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/2638540/Fantasy_Grounds__Pathfinder_RPG__Pathfinder_Companion_Arcane_Anthology/?snr=1_7_7_151_150_1","medium"
"CMP-002073","Paper Dawn: Slumbering wind","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/4151810/Paper_Dawn_Slumbering_wind/?snr=1_7_7_151_150_1","medium"
"CMP-002074","Last Dream Original Soundtrack","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/401500/Last_Dream_Original_Soundtrack/?snr=1_7_7_151_150_1","medium"
"CMP-002075","Fantasy Grounds - Far East Campaign Compendium (PFRPG)","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/556690/Fantasy_Grounds__Far_East_Campaign_Compendium_PFRPG/?snr=1_7_7_151_150_1","medium"
"CMP-002076","Samsara","gaming","pc","steam_search","meditation RPG","mindfulness","","1","1","low","https://store.steampowered.com/app/1683570/Samsara/?snr=1_7_7_151_150_1","medium"
"CMP-002077","DailyBean - simplest journal","gaming","ios","app_store_search","habit RPG","photo_video_generation|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/dailybean-simplest-journal/id1553223828?uo=4","high"
"CMP-002078","Habit Tracker - HabitKit","gaming","ios","app_store_search","habit RPG","coaching|habits_streaks|gaming_progression","self_improvement_users","2","3","low","https://apps.apple.com/us/app/habit-tracker-habitkit/id6443918070?uo=4","high"
"CMP-002079","HabitRealm - RPG Habit Tracker","gaming","ios","app_store_search","habit RPG","coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","2","3","low","https://apps.apple.com/us/app/habitrealm-rpg-habit-tracker/id6751425749?uo=4","high"
"CMP-002080","Habit-Tracker Routine Planner","gaming","ios","app_store_search","habit RPG","photo_video_generation|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","3","4","medium","https://apps.apple.com/us/app/habit-tracker-routine-planner/id6749454677?uo=4","high"
"CMP-002081","Taskoria - Gamified Habit RPG","gaming","ios","app_store_search","habit RPG","photo_video_generation|coaching|habits_streaks|gaming_progression","self_improvement_users|casual_gamers","3","4","medium","https://apps.apple.com/us/app/taskoria-gamified-habit-rpg/id6739429826?uo=4","high"
"CMP-002082","Knighthood","gaming","ios","app_store_search","habit RPG","coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","2","3","low","https://apps.apple.com/us/app/knighthood/id1458762050?uo=4","high"
"CMP-002083","Structured: Daily Planner Todo","gaming","ios","app_store_search","habit RPG","habits_streaks","gen_z_creator_identity|self_improvement_users","1","2","low","https://apps.apple.com/us/app/structured-daily-planner-todo/id1499198946?uo=4","high"
"CMP-002084","Valor Legends: Idle RPG","gaming","ios","app_store_search","habit RPG","photo_video_generation|habits_streaks|mindfulness|gaming_progression|social_community","anxious_stressed_users|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/valor-legends-idle-rpg/id1561305688?uo=4","high"
"CMP-002085","Me+ Lifestyle Routine","gaming","ios","app_store_search","habit RPG","manifestation_spirituality|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","anxious_stressed_users|self_improvement_users","4","6","medium","https://apps.apple.com/us/app/me-lifestyle-routine/id1596403446?uo=4","high"
"CMP-002086","Ascendio - RPG Habit Tracker","gaming","ios","app_store_search","habit RPG","avatar_identity|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/ascendio-rpg-habit-tracker/id6759916454?uo=4","high"
"CMP-002087","Dash Quest","gaming","ios","app_store_search","habit RPG","photo_video_generation|habits_streaks|gaming_progression","self_improvement_users|casual_gamers","2","3","low","https://apps.apple.com/us/app/dash-quest/id973161926?uo=4","high"
"CMP-002088","Hero's Quest: Automatic RPG","gaming","ios","app_store_search","habit RPG","manifestation_spirituality|photo_video_generation|habits_streaks|gaming_progression","self_improvement_users|casual_gamers","3","4","medium","https://apps.apple.com/us/app/heros-quest-automatic-rpg/id1545017223?uo=4","high"
"CMP-002089","Limbus Company","gaming","ios","app_store_search","habit RPG","habits_streaks","gen_z_creator_identity|self_improvement_users","1","2","low","https://apps.apple.com/us/app/limbus-company/id6444112366?uo=4","high"
